City,State,Shape,Duration,Summary,Posted,Date,Time
Clarksville,TN,Circle,900,"Clarksville, Tn UFO sighting.",3/19/2009,2/15/2009,9:45:00
Overland Park,KS,Circle,300,Black dot in sky breaks into 4 pieces--then collapses back into a single dot. Then disappears.,3/19/2009,2/14/2009,17:23:00
Glendale,AZ,Circle,180,large clear ball shaped orb in Glendale.. day time sighting,5/12/2009,2/14/2009,11:00:00
Fresno,CA,Circle,3,Glowing bluish- green ball of light flying west to east at rapid rate of speed. ((NUFORC Note: Possible meteor?? PD)),3/19/2009,2/13/2009,18:30:00
Los Angeles,CA,Circle,30,Silver object over Los Angeles clear skies.,3/19/2009,2/12/2009,11:50:00
Azusa,CA,Circle,300,orange ball over Azusa california,3/19/2009,2/10/2009,23:00:00
Crookston,MN,Circle,15,"Round, silver UFO hovers over house, disappears in broad daylight",8/24/2010,2/10/2009,12:00:00
Coral Springs,FL,Circle,30,around 5:30PM near Coral Springs looking towards the sunset a white orb was low came down fast then disappeared.. it was during the tim,3/19/2009,2/5/2009,17:30:00
Kearney,NE,Circle,600,"Large, round, red light sighted in Kearney, Nebraska silently flying very low and slow to the ground.",3/19/2009,2/5/2009,1:00:00
Boerne,TX,Circle,3,green circular light fly above me and vanish. ((NUFORC Note: Possible meteor?? PD)),3/19/2009,2/4/2009,22:00:00
Austin (rural),TX,Circle,300,"It was right after dark, Wednesday, February 4, 2009. I had just let the dog out for a run. The sky was clear with only a few stars",12/12/2009,2/4/2009,18:59:00
Lake Worth,FL,Circle,3,Two circles of light with orange glow over West Palm Beach Fl.,3/19/2009,2/3/2009,19:30:00
"Yorktown Heights,",NY,Circle,1800,"""What the heck is this thing I'm seeing!!""",3/19/2009,2/3/2009,14:28:00
Celina,TX,Circle,6480000,Large bright light in Western night sky. ((NUFORC Note: Probably a sighting of Venus?? PD)),3/19/2009,2/2/2009,20:00:00
Hawthorne,CA,Circle,240,"one red orange jagged circle high up blue sky white spark coming off of it,staying in one spot.",3/19/2009,2/2/2009,12:00:00
Sterling,VA,Circle,10,"30 to 40 lights foming a V shape flying at high speed, observed over Sterling VA on Super Bowl night 2009",3/19/2009,2/1/2009,21:30:00
Gunnison,CO,Circle,1800,Huge bright light followed us 30 miles!,8/13/2015,2/1/2009,4:00:00
Fort Wayne,IN,Circle,3600,"Red, blue, green, and white lights flashing from a circular craft. ((NUFORC Note: Object may have been Sirius. PD))",3/19/2009,1/31/2009,18:40:00
Glastonbury,CT,Circle,3,I looked east and saw a rather large circular pale blue light in the sky and then it just streaked off with the speed of a fireball,3/19/2009,1/29/2009,19:30:00
Carrollton,TX,Circle,180,"4 circle shaped objects, very huge and bright lights over HWY 121.",3/19/2009,1/29/2009,6:30:00
Cedar Knolls,NJ,Circle,120,Object that looked like a large moon...it moved and then dropped off sight.,3/19/2009,1/26/2009,20:50:00
West Paterson,NJ,Circle,120,Someone dropped the moon in West Paterson,3/19/2009,1/26/2009,19:50:00
Sylvania,AL,Circle,8,I saw two white circular objects flying in formantion overhead with excessive speed.,5/8/2015,1/25/2009,1:00:00
Dixon,MO,Circle,300,bright object lands near forest.,3/19/2009,1/24/2009,1:15:00
Dixon,MO,Circle,300,Description: bright object lands near forest,3/19/2009,1/24/2009,1:15:00
Pensacola,FL,Circle,3600,saw large bright light in wsw sky as well as 3 reddish orange pulsating orbs in southern sky,3/19/2009,1/21/2009,18:45:00
Goodland,MO,Circle,25,"looking sw in goodland,ks i saw three sucessions of orange circular lights",3/19/2009,1/20/2009,22:19:00
Marathon,FL,Circle,300,Two cluster of lights stationary in sky 45 degrees off horizon,3/19/2009,1/20/2009,5:00:00
Graham,WA,Circle,3600,"Super Bright Object appears over Graham, Washington in the SW sky approximately 7:30PM on 1/19/2009. ((NUFORC Note: Venus. PD))",3/19/2009,1/19/2009,19:30:00
Everett,WA,Circle,1800,"Extremely bright light/object in the sky over Everett, Washington.",3/19/2009,1/19/2009,19:00:00
Phoenix,AZ,Circle,5,Still trying to convince myself I really saw it.,3/19/2009,1/18/2009,6:34:00
Fullerton/Anaheim,CA,Circle,30,"A bright, spinning sparkling saucer shaped UFO seen in Fullerton, CA",3/19/2009,1/16/2009,19:00:00
Jacksonville,NC,Circle,10,I was sitting in my p/u in the Piney Green shopping center.,3/19/2009,1/15/2009,15:00:00
Queen Creek,AZ,Circle,40,"Semi-transparent white ball sighted in Queen Creek ,AZ",3/19/2009,1/15/2009,14:04:00
Plainfield,IL,Circle,10,"Yellow round shape object flying past our home ,never seen this before very weird",3/19/2009,1/15/2009,9:00:00
Long Beach,CA,Circle,3600,"Unexplained Lights in the sky over Long Beach, CA",3/19/2009,1/14/2009,21:00:00
Brunswick,GA,Circle,180,Very beautiful light on ufo that was giant,3/19/2009,1/13/2009,20:25:00
Laguna Niguel,CA,Circle,420,craft can do things beyond modern technology,12/12/2009,1/13/2009,19:13:00
Bethlehem,PA,Circle,45,A large bright orange circular object was seen close to the moon that moved and dissappeared behind the moon..,3/19/2009,1/12/2009,20:05:00
Ball Ground,GA,Circle,60,"Possible saucer like shape sighted over Ball Ground, GA, USA with one bright and one dim white light, and one red light. 1/2 mile long.",1/10/2009,1/9/2009,19:00:00
Morris Plains,NJ,Circle,1200,"5 bright gold an red colored lights in arrow formations. Seen near Morristown, NJ",1/10/2009,1/5/2009,20:35:00
San Jose,CA,Circle,15,It was 1 : 30 pm me and my wife where standing outside of our apartment when we see 3 flying object very high in the sky we stayed wa,1/10/2009,1/4/2009,13:30:00
Old Lyme,CT,Circle,180,spots in the sky that appear suddenly and disappear just as suddenly ... photographed,8/5/2009,1/3/2009,16:40:00
Venetie,AK,Circle,300,"southeast of venetie,alaska 99781 object setting about 500 feet above the ground with red and green light for about 5 minutes in one pl",1/10/2009,1/2/2009,21:00:00
High Point,NC,Circle,780,"Round Shaped object had triangle pattern lights under carriage, the top had a series of lights in circle. Object stood sitll in air.",3/19/2009,1/1/2009,23:15:00
Markle,IN,Circle,120,Silver circle thing over a grave yard It pulsed 3 to 4 times and it was gone.,1/10/2009,1/1/2009,19:00:00
San Diego,CA,Circle,900,Single red object stationary in sky in San Diego on New Year's Eve 2008.,1/10/2009,1/1/2009,0:15:00
Bremerton,WA,Circle,20,Saw black ball-shaped object floating overhead. A helicopter flew across it's path underneath it.,1/10/2009,12/31/2008,14:30:00
Florida (southern),FL,Circle,20,a jet and orb flying together same speed,1/10/2009,12/31/2008,12:00:00
Salina,KS,Circle,10,Sighted a round metallic object hovering above I-70.,3/19/2009,12/28/2008,15:00:00
Winter Haven,FL,Circle,1800,"flickers multiple, bright colors not moving",1/10/2009,12/26/2008,20:30:00
Erie,CO,Circle,120,"Bright light has been in the sky for 2 months, noticed it moved position, then it took off.",1/10/2009,12/25/2008,19:45:00
Woodlyn,PA,Circle,3,Thought it was a shooting star but it was way too low to be one,1/10/2009,12/25/2008,11:00:00
Inverness,FL,Circle,7200,A multi colored brightly shining star it was not!,1/10/2009,12/24/2008,9:30:00
Oakland,CA,Circle,1,Strange mirage disturbance flying through the sky at high speed over Oakland California.,1/10/2009,12/24/2008,0:30:00
Seattle,WA,Circle,60,"Today’s date is 12/22/2008. At 4:25 pm. I observed ‘three’ flying objects from my kitchen window. The first object flew by, from Sou",1/10/2009,12/22/2008,16:25:00
Dade City,FL,Circle,60,"Dozens of orbs clearly seen cruzing in Pasco County, Florida.",1/10/2009,12/19/2008,12:20:00
Fort Lauderdale,FL,Circle,6,Brilliant Blue object seen by dozens @ low altitude. Appeared to me to be in U.S. Airspace,1/10/2009,12/18/2008,17:00:00
Fort Lauderdale,FL,Circle,2,Neon Blue UFO,1/10/2009,12/18/2008,4:55:00
Vinton,VA,Circle,180,the green colored objects formed a triangle shape,1/10/2009,12/13/2008,18:00:00
Independence,MO,Circle,3600,"Huge Black disk over Independece, strange lights, and strange events since sighting.",3/19/2009,12/13/2008,11:35:00
Alexandria,LA,Circle,240,"trail of golden lights in a straight line, lasted for 3-4 minutes in the louisiana sky",1/10/2009,12/11/2008,18:40:00
Rialto,CA,Circle,900,Just before walking into the house I looked straight up and saw a small white object which was moving very slowly in a N-NW direction.,1/10/2009,12/6/2008,15:00:00
Lebanon,OR,Circle,120,"Bright, amber object in the sky with brilliant, glittering, colored lights throughout.

 500 Lights On Object0: Yes",1/10/2009,12/3/2008,19:15:00
Lisbon,CT,Circle,5,"There was a bright gray circular object that crossed the sky in a matter of seconds and dissapered.

 500 Lights On Object0: Yes",1/10/2009,12/3/2008,16:30:00
Bear,DE,Circle,300,"Three of us witnessed a orange, glowing, round object, that was soundless, and moved slowly accross the sky from the south to the north",1/10/2009,11/27/2008,20:00:00
Lincoln,NE,Circle,900,Red/orange glowing ball low on the horizen then climbed untill out of sight,1/10/2009,11/26/2008,22:45:00
Philadelphia,PA,Circle,15,Black balloon and another man in black.,8/13/2015,11/23/2008,20:00:00
Whittier,CA,Circle,300,Object at High Altitude Over Whittier/San Gabriel Valley,1/10/2009,11/23/2008,14:45:00
Philadelphia,PA,Circle,15,Two strange encounters at the same location in Philadelphia.,8/13/2015,11/22/2008,20:00:00
Tucson,AZ,Circle,30,Small blue-green orb speeding across sky to the west then disappeared,1/10/2009,11/21/2008,18:10:00
Lincoln,DE,Circle,300,"blinking lights, silent, moved rather quickly.",1/10/2009,11/20/2008,23:00:00
Folsom,CA,Circle,120,There was a disk with lights around it spining around itself while moving in the air,1/10/2009,11/20/2008,19:40:00
Roseville,CA,Circle,240,"Discription: There was a light in the sky, but it was not a plane or helicopter. When we got closer we could see a round shaped object",1/10/2009,11/20/2008,19:00:00
El Dorado,AR,Circle,60,"We are not sure is was a craft or a meteor, falling star, or whatever. It seemed to be about tree top level and traveled so rapidly th",1/10/2009,11/20/2008,17:00:00
Kingsford,MI,Circle,60,A fairly large orange orb type thing traveled across the sky slowly and gradually faded away. It was a cloudy night with no stars visi,1/10/2009,11/18/2008,19:00:00
Wilmington,NC,Circle,2700,3 unexplained circular lights over the ocean in North Carolina,3/19/2009,11/18/2008,18:30:00
Lancaster,CA,Circle,60,Bright orange light over E. Lancaster Desert,1/10/2009,11/18/2008,16:50:00
Playa Del Rey,CA,Circle,1800,"3 round objects behaving ""not normal,"" hovering near the day-time moon",1/10/2009,11/18/2008,8:30:00
Yorktown,VA,Circle,15,"at 20:33 on 11/77/08 in yorktown , virginia I saw 4 dimly lit circular objects in a diamond formation moving southeast for aprox. 15 se",1/10/2009,11/17/2008,20:33:00
Yorktown,VA,Circle,15,"4 dimly lit circles going southeast, no sound, no blinking lights, clear night, duration about 15 secounds",1/10/2009,11/17/2008,20:23:00
Castle Rock,CO,Circle,20,Small White Light Around Sundown,1/10/2009,11/17/2008,16:45:00
Los Angeles,CA,Circle,15,I saw a small circular object with bright lights hovering low and very slowly in the air.,1/10/2009,11/16/2008,21:20:00
Cape Coral,FL,Circle,10,I had just sat down on my patio partially reclined on my chair and looked to the clear sky above before sunset and spotted what was a s,1/10/2009,11/15/2008,17:25:00
York (Cape Neddick),ME,Circle,4,"I was driving on Chases Pond Rd. when a large white light, bigger than the moon, slowly crossed over the street above us at a curve. My",12/12/2013,11/12/2008,19:00:00
Quail Valley,CA,Circle,600,http://www.youtube.com/watch?v=ZSxiUVJ0u8g&feature=channel,1/10/2009,11/12/2008,18:00:00
Bumpass,VA,Circle,20,The Craft Was An Orange Orb That Blinked then Dimmed And Kept Blinking Until It Sped Away And Disappeared. There was only one of the ob,1/10/2009,11/12/2008,8:05:00
Mesa,AZ,Circle,60,Three circular lights clearly not typical aircraft floating and moving away smoothly.,1/10/2009,11/9/2008,20:30:00
Dana Point,CA,Circle,30,I sent a message one week ago and this is really from someone I know who also says she saw the same foo fighter in the sky over Dana Po,1/10/2009,11/8/2008,14:00:00
Kingwood,TX,Circle,2700,"Round object going north to south over Kingwood, TX.",1/10/2009,11/1/2008,15:00:00
Moline,IL,Circle,240,Two seperate orbs pass slowly over my house.,1/10/2009,10/31/2008,18:53:00
Palos Verdes,CA,Circle,180,Circular Flying Craft with glowing tube of light around perimeter seen less than 1000 yards away.,1/10/2009,10/30/2008,19:50:00
Liverpool,TX,Circle,3600,Three large round objects lined up along Hwy 35 and an identical object followed me home.,1/10/2009,10/27/2008,18:00:00
McCordsville,IN,Circle,10,UFO spotted flying from northwest to southeast in Indianapolis area skies at 22:00 on 10/23/08.,10/31/2008,10/23/2008,22:00:00
Morehead,KY,Circle,5,Student sees UFO fly by 11th floor window in dorm.,1/10/2009,10/23/2008,22:00:00
Jenner,CA,Circle,600,"Witnessed what I thought was a planet with a reflection, that ended up moving and then disappearing.",10/31/2008,10/23/2008,1:00:00
Granbury,TX,Circle,300,10/22/08 my husband and myself see a circler object with lights spinning over a lake,10/31/2008,10/22/2008,18:00:00
Pomeroy,OH,Circle,5,"The object was green with bright contrail, it moved at incredible rate of speed north to south at aproximateley a 45 degree angle.",10/31/2008,10/22/2008,5:29:00
Reedville,VA,Circle,18000,"Round, yellowish white light, with flashing red light, that hovered in the western sky.",1/10/2009,10/20/2008,19:30:00
King George,VA,Circle,600,Metallic colored ball in the sky,10/31/2008,10/19/2008,14:00:00
Flagstaff,AZ,Circle,7,"Bright white, circular orb flew out from behind a contrail (chemtrail), then flew back behind it.",1/10/2009,10/19/2008,11:10:00
Leesburg,VA,Circle,30,"Large Green light over leesburg, VA",10/31/2008,10/17/2008,9:30:00
Trenton,FL,Circle,300,Round object in night sky with flames encircling it.,8/25/2016,10/15/2008,21:00:00
Manteca,CA,Circle,300,"~10:35 PM, Central Valley California. 10/14/08 Looking North",10/31/2008,10/14/2008,22:35:00
Bridgeport,CT,Circle,7200,I saw 6 glowing orbs lining up in different formations witin a 2 hour period over Long Island Sound.,10/31/2008,10/11/2008,19:00:00
Slingerlands,NY,Circle,240,"Huge, moon size, orange, bright, almost complete circle",10/31/2008,10/10/2008,2:00:00
Lombard,IL,Circle,5,"quick, very bright stoplight green, pulsing, progressively vanishing light",10/31/2008,10/9/2008,21:00:00
Auburn,AL,Circle,12,two circuler crafts hovered for about 10 seconds then dissapeared.,10/31/2008,10/9/2008,12:24:00
Alpharetta,GA,Circle,600,red circle up in the sky left trail.,10/31/2008,10/7/2008,7:30:00
Williamsburg,KY,Circle,10,well defined outline of object on my yard.I heard a loud oscillating noise.,10/31/2008,10/7/2008,5:30:00
Castro Valley,CA,Circle,300,Perfect circular bright light over S.F. East Bay evening of Sunday October 5th,10/31/2008,10/5/2008,19:29:00
Las Vegas,NV,Circle,3600,Friend in N. Las Vegas Nevada has just called me 9:26pm PDT on 04OC08 PDT). ((NUFORC Note: Advertising lights. PD)),10/31/2008,10/4/2008,21:26:00
South Milwaukee,WI,Circle,300,star like orb in northern sky,10/31/2008,10/4/2008,19:20:00
Nevada,MO,Circle,2700,The light was so bright it appears to be daytime. ((NUFORC Note: Probable star. PD)),10/31/2008,10/4/2008,4:00:00
Calhan,CO,Circle,120,"REPORT FROM CHUCK ZUKOWSKI, INVESTIGATOR: Friday night around 7:30pm, I saw a large white circular light heading West to East in",10/31/2008,10/3/2008,19:30:00
Wilson,NC,Circle,600,Star shaped light blinking and rotating - then two of same lights after cloud went over and began to move,10/31/2008,10/1/2008,20:00:00
Marysville,WA,Circle,1800,2 unidentified objects above highway 2 in marysville washington,10/31/2008,10/1/2008,20:00:00
Warwick,RI,Circle,108000,Myself and two of my friends were driving down the road to pick up my girlfriend when my friend in the passenger seat noticed two unide,1/5/2011,10/1/2008,19:00:00
Cape Coral,FL,Circle,5,Bluish circle moved quickly across the sky and dsappeared,10/31/2008,9/28/2008,22:30:00
New Columbia,PA,Circle,60,6 circular object moved in straight line across the sky going west.,10/31/2008,9/28/2008,0:15:00
